addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:street,email,name,opening_hours,operator,phone,ref,website,building,amenity,building:flats,building:levels,building:material,building:min_level,building:use,height,internet_access,landuse,office,shop,source,start_date,wikipedia,id,timestamp,version,changeset,geometry,tags,osm_type
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,17563695301,1652050604,1,0,"POLYGON ((-97.48902130126953 35.34124755859375, -97.48902130126953 35.34103775024414, -97.48896789550781 35.34103775024414, -97.48896789550781 35.34101867675781, -97.48880767822266 35.34101867675781, -97.48880767822266 35.340980529785156, -97.48896026611328 35.340980529785156, -97.48896026611328 35.34070587158203, -97.48863220214844 35.34070587158203, -97.48863220214844 35.340980529785156, -97.48855590820312 35.340980529785156, -97.48855590820312 35.34090805053711, -97.4885025024414 35.34090805053711, -97.4885025024414 35.340694427490234, -97.4883041381836 35.34069061279297, -97.4883041381836 35.34066390991211, -97.48773956298828 35.34066390991211, -97.48773956298828 35.34067916870117, -97.48767852783203 35.34067916870117, -97.48767852783203 35.34075164794922, -97.48762512207031 35.34075164794922, -97.48762512207031 35.34090805053711, -97.48763275146484 35.34090805053711, -97.48763275146484 35.341094970703125, -97.4876937866211 35.341094970703125, -97.4876937866211 35.34113311767578, -97.48777770996094 35.34113311767578, -97.48777770996094 35.34108352661133, -97.4878158569336 35.34108352661133, -97.4878158569336 35.34090805053711, -97.48784637451172 35.34090805053711, -97.48784637451172 35.341224670410156, -97.48780059814453 35.341224670410156, -97.48780059814453 35.3411750793457, -97.48771667480469 35.3411750793457, -97.48771667480469 35.341209411621094, -97.48768615722656 35.341209411621094, -97.48768615722656 35.34123611450195, -97.48761749267578 35.34123611450195, -97.48761749267578 35.3413200378418, -97.48768615722656 35.3413200378418, -97.48768615722656 35.341346740722656, -97.48771667480469 35.341346740722656, -97.48771667480469 35.34138107299805, -97.48798370361328 35.34138488769531, -97.48798370361328 35.341400146484375, -97.48809814453125 35.341400146484375, -97.48809814453125 35.34113311767578, -97.488037109375 35.34113311767578, -97.488037109375 35.341094970703125, -97.48822784423828 35.341094970703125, -97.48822784423828 35.341007232666016, -97.48828887939453 35.341007232666016, -97.48828887939453 35.341365814208984, -97.48833465576172 35.341365814208984, -97.48833465576172 35.341392517089844, -97.48845672607422 35.341392517089844, -97.48845672607422 35.341365814208984, -97.4885025024414 35.341365814208984, -97.4885025024414 35.341007232666016, -97.48856353759766 35.341007232666016, -97.48856353759766 35.34124755859375, -97.48902130126953 35.34124755859375), (-97.48828887939453 35.34097671508789, -97.48823547363281 35.34097671508789, -97.48823547363281 35.34088897705078, -97.48799133300781 35.34088897705078, -97.48799133300781 35.34086608886719, -97.4880599975586 35.34086608886719, -97.4880599975586 35.34081268310547, -97.48828887939453 35.34081268310547, -97.48828887939453 35.34097671508789))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,17549576270,1652050604,1,0,"POLYGON ((-97.48908996582031 35.342735290527344, -97.48908996582031 35.34230422973633, -97.4890365600586 35.34230422973633, -97.4890365600586 35.342124938964844, -97.48866271972656 35.34212112426758, -97.48866271972656 35.342132568359375, -97.48773956298828 35.34212875366211, -97.48773193359375 35.34252166748047, -97.4876480102539 35.34252166748047, -97.4876480102539 35.34272766113281, -97.48908996582031 35.342735290527344), (-97.48821258544922 35.342529296875, -97.48821258544922 35.34244155883789, -97.48786163330078 35.34244155883789, -97.48786163330078 35.342529296875, -97.48821258544922 35.342529296875))","{""type"":""multipolygon""}",relation
