addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,email,name,opening_hours,operator,phone,ref,website,building,amenity,building:levels,building:material,height,internet_access,landuse,office,shop,source,start_date,wikipedia,id,timestamp,version,changeset,geometry,tags,osm_type
,,,,,,,,,,,,house,,,,,,,,,,,,11096611016,1531719372,1,0,"POLYGON ((-87.52164459228516 33.20405578613281, -87.52172088623047 33.20405578613281, -87.52172088623047 33.20398712158203, -87.52171325683594 33.20398712158203, -87.52171325683594 33.20394515991211, -87.52172088623047 33.20394515991211, -87.52172088623047 33.20391082763672, -87.52169036865234 33.20391082763672, -87.52173614501953 33.20387649536133, -87.5217056274414 33.203853607177734, -87.52172088623047 33.203834533691406, -87.52171325683594 33.20380401611328, -87.52168273925781 33.203800201416016, -87.52166748046875 33.20381546020508, -87.52166748046875 33.20383834838867, -87.5216293334961 33.20387268066406, -87.52156829833984 33.2038688659668, -87.52156829833984 33.20384979248047, -87.5215835571289 33.20384979248047, -87.5215835571289 33.20380401611328, -87.52159881591797 33.20380401611328, -87.52159881591797 33.203773498535156, -87.52159881591797 33.203773498535156, -87.52159881591797 33.20375442504883, -87.5215835571289 33.20375442504883, -87.5215835571289 33.2037467956543, -87.52149200439453 33.2037467956543, -87.521484375 33.2038459777832, -87.52149963378906 33.2038459777832, -87.52149963378906 33.203880310058594, -87.521484375 33.203880310058594, -87.521484375 33.203941345214844, -87.52149200439453 33.203941345214844, -87.52149200439453 33.20399856567383, -87.52164459228516 33.20399856567383, -87.52164459228516 33.20405578613281), (-87.52168273925781 33.20398712158203, -87.52169036865234 33.20398712158203, -87.52169036865234 33.20394515991211, -87.52169036865234 33.20394515991211, -87.52169036865234 33.203941345214844, -87.52168273925781 33.203941345214844, -87.52168273925781 33.20398712158203))","{""type"":""multipolygon""}",relation
Tuscaloosa,,1101,35487,Jackson Avenue,,South Lawn Office Building,,,,,,university,,1,,,,,,,,,,36786512983,1697752563,1,0,"POLYGON ((-87.5324478149414 33.20389175415039, -87.53244018554688 33.20389175415039, -87.53244018554688 33.20380783081055, -87.53286743164062 33.20380783081055, -87.53286743164062 33.20389175415039, -87.5328369140625 33.20389175415039, -87.5328369140625 33.20391845703125, -87.53289794921875 33.20391845703125, -87.53289794921875 33.20423126220703, -87.5327377319336 33.20423126220703, -87.5327377319336 33.20431137084961, -87.53292846679688 33.20431137084961, -87.53292846679688 33.204402923583984, -87.53240966796875 33.204402923583984, -87.53240966796875 33.20431137084961, -87.53266906738281 33.20431137084961, -87.53266906738281 33.204227447509766, -87.53241729736328 33.204227447509766, -87.53241729736328 33.20391845703125, -87.5324478149414 33.20391845703125, -87.5324478149414 33.20389175415039), (-87.5326156616211 33.20391845703125, -87.53279876708984 33.20391845703125, -87.53279876708984 33.20389175415039, -87.5326156616211 33.20389175415039, -87.5326156616211 33.20391845703125), (-87.53258514404297 33.20391845703125, -87.53257751464844 33.20389175415039, -87.53248596191406 33.20389175415039, -87.53248596191406 33.20391845703125, -87.53258514404297 33.20391845703125))","{""addr:state"":""AL"",""type"":""multipolygon""}",relation
,,1151,,10th Avenue,,Julia Tutwiler Hall,,,,,,dormitory,,5,,,,,,,,,,50821938840,1693179911,3,0,"POLYGON ((-87.54986572265625 33.20476150512695, -87.54991149902344 33.20476531982422, -87.5499038696289 33.20484924316406, -87.54988098144531 33.2048454284668, -87.54988098144531 33.20487594604492, -87.54983520507812 33.20487594604492, -87.54983520507812 33.204917907714844, -87.54979705810547 33.20491409301758, -87.54979705810547 33.204925537109375, -87.54974365234375 33.204925537109375, -87.54974365234375 33.2049446105957, -87.54974365234375 33.20497131347656, -87.54976654052734 33.20497512817383, -87.54976654052734 33.20499801635742, -87.54977416992188 33.20499801635742, -87.54976654052734 33.20515060424805, -87.54975891113281 33.20515060424805, -87.54975128173828 33.2051887512207, -87.54972839355469 33.2051887512207, -87.54972839355469 33.205223083496094, -87.54959106445312 33.20521545410156, -87.54959869384766 33.20518112182617, -87.54956817626953 33.20518112182617, -87.54956817626953 33.205142974853516, -87.549560546875 33.205142974853516, -87.54956817626953 33.20508575439453, -87.54955291748047 33.20508575439453, -87.549560546875 33.205039978027344, -87.54956817626953 33.205039978027344, -87.54956817626953 33.20499038696289, -87.5495834350586 33.20499038696289, -87.5495834350586 33.2049674987793, -87.54961395263672 33.2049674987793, -87.54961395263672 33.204917907714844, -87.54955291748047 33.20491409301758, -87.54954528808594 33.204925537109375, -87.54951477050781 33.20492172241211, -87.54950714111328 33.20494842529297, -87.54939270019531 33.2049446105957, -87.5492935180664 33.20494079589844, -87.5492935180664 33.20491409301758, -87.54924774169922 33.20491027832031, -87.54924774169922 33.20490264892578, -87.54917907714844 33.204898834228516, -87.54917907714844 33.20494842529297, -87.54920196533203 33.20494842529297, -87.54920196533203 33.20497131347656, -87.54920959472656 33.20497512817383, -87.54920959472656 33.20502471923828, -87.5492172241211 33.20502471923828, -87.5492172241211 33.20507049560547, -87.54920959472656 33.2050666809082, -87.54920196533203 33.20512771606445, -87.5491943359375 33.20512771606445, -87.54918670654297 33.20516586303711, -87.54916381835938 33.205162048339844, -87.54916381835938 33.205196380615234, -87.54903411865234 33.20519256591797, -87.54903411865234 33.20515823364258, -87.54899597167969 33.20515441894531, -87.54900360107422 33.20512008666992, -87.54898834228516 33.205116271972656, -87.54900360107422 33.20496368408203, -87.54901123046875 33.20496368408203, -87.54901123046875 33.20494079589844, -87.5490493774414 33.20494079589844, -87.5490493774414 33.204891204833984, -87.54900360107422 33.204891204833984, -87.54900360107422 33.20487976074219, -87.54896545410156 33.20487976074219, -87.5489730834961 33.204837799072266, -87.5489273071289 33.204833984375, -87.5489273071289 33.204803466796875, -87.54890441894531 33.204803466796875, -87.54891204833984 33.20471954345703, -87.5489501953125 33.2047233581543, -87.5489501953125 33.20467758178711, -87.5489273071289 33.20467758178711, -87.54893493652344 33.20460510253906, -87.5489273071289 33.20460510253906, -87.54893493652344 33.20448303222656, -87.54894256591797 33.20448303222656, -87.5489501953125 33.20441436767578, -87.5489730834961 33.20441818237305, -87.5489730834961 33.204376220703125, -87.5489501953125 33.204376220703125, -87.54895782470703 33.20430374145508, -87.5489501953125 33.20430374145508, -87.54895782470703 33.20417785644531, -87.54896545410156 33.20417785644531, -87.5489730834961 33.20412063598633, -87.54899597167969 33.20412063598633, -87.54899597167969 33.20407485961914, -87.54890441894531 33.204071044921875, -87.54890441894531 33.20404815673828, -87.54891204833984 33.20392990112305, -87.54891204833984 33.20390701293945, -87.54899597167969 33.20391082763672, -87.54899597167969 33.20390701293945, -87.54913330078125 33.203914642333984, -87.54913330078125 33.20391845703125, -87.54922485351562 33.203922271728516, -87.54922485351562 33.203948974609375, -87.54927062988281 33.203948974609375, -87.54927062988281 33.20392608642578, -87.54936218261719 33.20392990112305, -87.54936218261719 33.20392608642578, -87.5495834350586 33.20393753051758, -87.5495834350586 33.203941345214844, -87.5496597290039 33.20394515991211, -87.5496597290039 33.20397186279297, -87.5497055053711 33.203975677490234, -87.54971313476562 33.203948974609375, -87.54978942871094 33.20395278930664, -87.54978942871094 33.203948974609375, -87.54993438720703 33.203956604003906, -87.54993438720703 33.20396041870117, -87.55009460449219 33.20397186279297, -87.55009460449219 33.20399475097656, -87.55014038085938 33.20399856567383, -87.55013275146484 33.20411682128906, -87.55008697509766 33.2041130065918, -87.55008697509766 33.20413589477539, -87.54991149902344 33.204124450683594, -87.54991149902344 33.20417022705078, -87.54993438720703 33.20417404174805, -87.54993438720703 33.204200744628906, -87.55001831054688 33.20420837402344, -87.55001068115234 33.2043571472168, -87.55001831054688 33.20436096191406, -87.55001831054688 33.20439910888672, -87.55004119873047 33.20439910888672, -87.55003356933594 33.20451354980469, -87.55001068115234 33.20451354980469, -87.55001068115234 33.20454788208008, -87.54999542236328 33.20454788208008, -87.54998016357422 33.20469665527344, -87.54989624023438 33.204689025878906, -87.54988861083984 33.20473098754883, -87.54986572265625 33.20472717285156, -87.54986572265625 33.20476150512695), (-87.5490951538086 33.20473098754883, -87.54926300048828 33.204734802246094, -87.54926300048828 33.20472717285156, -87.54940795898438 33.20473098754883, -87.549560546875 33.20473861694336, -87.549560546875 33.204750061035156, -87.54972076416016 33.20475769042969, -87.54972076416016 33.20471954345703, -87.54969787597656 33.20471954345703, -87.5497055053711 33.204647064208984, -87.54969787597656 33.204647064208984, -87.5497055053711 33.204524993896484, -87.54971313476562 33.204524993896484, -87.54972076416016 33.2044563293457, -87.54974365234375 33.2044563293457, -87.54974365234375 33.20444107055664, -87.54974365234375 33.20441818237305, -87.54972076416016 33.20441818237305, -87.54972839355469 33.204345703125, -87.54972076416016 33.204345703125, -87.54972839355469 33.204219818115234, -87.54973602294922 33.204219818115234, -87.54974365234375 33.20416259765625, -87.54976654052734 33.20416259765625, -87.54976654052734 33.20411682128906, -87.54969787597656 33.2041130065918, -87.54969787597656 33.20409393310547, -87.54965209960938 33.2040901184082, -87.54965209960938 33.2041130065918, -87.54956817626953 33.204105377197266, -87.54956817626953 33.2041130065918, -87.54934692382812 33.2041015625, -87.54934692382812 33.20409393310547, -87.54926300048828 33.2040901184082, -87.54926300048828 33.20406723022461, -87.5492172241211 33.20406723022461, -87.54920959472656 33.20408630371094, -87.54914093017578 33.20408248901367, -87.54914093017578 33.20412826538086, -87.54916381835938 33.204132080078125, -87.54916381835938 33.20418930053711, -87.5491714477539 33.20418930053711, -87.54916381835938 33.204315185546875, -87.54915618896484 33.204315185546875, -87.54914855957031 33.20438766479492, -87.54911804199219 33.204383850097656, -87.54911804199219 33.20440673828125, -87.54911804199219 33.20442581176758, -87.54914093017578 33.20442581176758, -87.54914093017578 33.20449447631836, -87.54914855957031 33.20449447631836, -87.54914093017578 33.20461654663086, -87.54913330078125 33.20461654663086, -87.54912567138672 33.204689025878906, -87.5490951538086 33.20468521118164, -87.5490951538086 33.20473098754883))","{""type"":""multipolygon""}",relation
,,,,,,The Oaks,,,,,,apartments,,,,,,,,,,,,12575366049,1543613305,1,0,"POLYGON ((-87.54679107666016 33.20509719848633, -87.54679870605469 33.20502853393555, -87.54676055908203 33.20502471923828, -87.54676055908203 33.20500946044922, -87.54656982421875 33.20499801635742, -87.54656982421875 33.20501708984375, -87.54652404785156 33.205013275146484, -87.5465316772461 33.204994201660156, -87.5463638305664 33.204986572265625, -87.54635620117188 33.20500946044922, -87.54633331298828 33.20500946044922, -87.54633331298828 33.20498275756836, -87.54615783691406 33.20497131347656, -87.54615783691406 33.20499801635742, -87.54612731933594 33.204994201660156, -87.5461196899414 33.204978942871094, -87.54592895507812 33.2049674987793, -87.54592895507812 33.20499038696289, -87.5458984375 33.20499038696289, -87.54589080810547 33.20505142211914, -87.54584503173828 33.205047607421875, -87.54584503173828 33.20508575439453, -87.54590606689453 33.2050895690918, -87.54589080810547 33.2052116394043, -87.54582977294922 33.20520782470703, -87.54582214355469 33.20525360107422, -87.5458755493164 33.205257415771484, -87.54586791992188 33.205322265625, -87.54590606689453 33.205322265625, -87.54590606689453 33.2053337097168, -87.54608917236328 33.205345153808594, -87.54608917236328 33.20532989501953, -87.54613494873047 33.2053337097168, -87.54613494873047 33.20534896850586, -87.54630279541016 33.205360412597656, -87.54630279541016 33.2053337097168, -87.54634094238281 33.20533752441406, -87.54634094238281 33.205360412597656, -87.54650115966797 33.20536804199219, -87.54650115966797 33.205345153808594, -87.54654693603516 33.20534896850586, -87.54654693603516 33.20536422729492, -87.5467300415039 33.20537185668945, -87.5467300415039 33.20535659790039, -87.54676818847656 33.205360412597656, -87.54676818847656 33.20529556274414, -87.54682922363281 33.205299377441406, -87.54682922363281 33.20526123046875, -87.54676818847656 33.205257415771484, -87.5467758178711 33.20513153076172, -87.54682922363281 33.205135345458984, -87.54683685302734 33.20509719848633, -87.54679107666016 33.20509719848633), (-87.54651641845703 33.20513916015625, -87.5465087890625 33.20524215698242, -87.54615783691406 33.205223083496094, -87.5461654663086 33.20513153076172, -87.54651641845703 33.20513916015625))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,yes,,,,,,,,,,,,11393980180,1533875435,1,0,"POLYGON ((-87.5312728881836 33.2057991027832, -87.53144073486328 33.2057991027832, -87.53144073486328 33.205718994140625, -87.53144836425781 33.205718994140625, -87.53144836425781 33.2056884765625, -87.53144073486328 33.2056884765625, -87.53144073486328 33.20566177368164, -87.53147888183594 33.20566177368164, -87.53147888183594 33.20567321777344, -87.53150939941406 33.20567321777344, -87.53150939941406 33.20562744140625, -87.5315170288086 33.20562744140625, -87.5315170288086 33.205562591552734, -87.5314712524414 33.20556640625, -87.5314712524414 33.20555877685547, -87.53143310546875 33.205562591552734, -87.53143310546875 33.20555877685547, -87.5313949584961 33.20555877685547, -87.5313949584961 33.2055549621582, -87.53135681152344 33.2055549621582, -87.53135681152344 33.20554733276367, -87.53131866455078 33.20554733276367, -87.53131866455078 33.205543518066406, -87.5312728881836 33.20554733276367, -87.5312728881836 33.2057991027832), (-87.53142547607422 33.20565414428711, -87.53144073486328 33.20565414428711, -87.53144073486328 33.205623626708984, -87.53142547607422 33.205623626708984, -87.53142547607422 33.20565414428711))","{""type"":""multipolygon""}",relation
,,,,,,Martha Parham Hall,,,,,,yes;dormitory,,1;5,,,,,,,,,,11496324149,1534743292,1,0,"POLYGON ((-87.54542541503906 33.206398010253906, -87.54558563232422 33.206398010253906, -87.54557800292969 33.20664978027344, -87.54557037353516 33.20664978027344, -87.54556274414062 33.20676803588867, -87.54557800292969 33.20676803588867, -87.54557800292969 33.2070198059082, -87.5453872680664 33.2070198059082, -87.54539489746094 33.2067756652832, -87.54515075683594 33.20677185058594, -87.54515075683594 33.206817626953125, -87.54507446289062 33.206817626953125, -87.54507446289062 33.20677185058594, -87.54489135742188 33.20677185058594, -87.54489135742188 33.20701217651367, -87.5447006225586 33.20701217651367, -87.5447006225586 33.206932067871094, -87.5447006225586 33.206756591796875, -87.54466247558594 33.206756591796875, -87.54466247558594 33.20671081542969, -87.54466247558594 33.206642150878906, -87.5447006225586 33.206642150878906, -87.5447006225586 33.20648193359375, -87.54470825195312 33.20638656616211, -87.54481506347656 33.206390380859375, -87.54481506347656 33.20624923706055, -87.54487609863281 33.20624923706055, -87.54487609863281 33.20629119873047, -87.54500579833984 33.206295013427734, -87.54500579833984 33.20637130737305, -87.54523468017578 33.20637512207031, -87.54523468017578 33.206298828125, -87.54534149169922 33.206298828125, -87.54534149169922 33.206260681152344, -87.5454330444336 33.206260681152344, -87.54542541503906 33.206398010253906), (-87.54539489746094 33.206607818603516, -87.54539489746094 33.20653533935547, -87.54534149169922 33.20653533935547, -87.54534149169922 33.206607818603516, -87.54539489746094 33.206607818603516), (-87.54508209228516 33.2065544128418, -87.54499053955078 33.2065544128418, -87.54499053955078 33.20660400390625, -87.54508209228516 33.20660400390625, -87.54508209228516 33.2065544128418), (-87.54524993896484 33.20655822753906, -87.545166015625 33.2065544128418, -87.545166015625 33.206607818603516, -87.54524230957031 33.206607818603516, -87.54524993896484 33.20655822753906))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,apartments,,,,,,,,,,,,11283322871,1533506782,1,0,"POLYGON ((-87.55464935302734 33.207305908203125, -87.55504608154297 33.20730209350586, -87.55504608154297 33.206974029541016, -87.55464172363281 33.20697784423828, -87.55464935302734 33.207305908203125), (-87.5548095703125 33.20716857910156, -87.55487823486328 33.20716857910156, -87.55487823486328 33.207115173339844, -87.5548095703125 33.207115173339844, -87.5548095703125 33.20716857910156))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,apartments,,,,,,,,,,,,11274815808,1533506782,1,0,"POLYGON ((-87.55343627929688 33.207698822021484, -87.55382537841797 33.207698822021484, -87.55382537841797 33.207679748535156, -87.55386352539062 33.207679748535156, -87.55386352539062 33.20735549926758, -87.5538101196289 33.207359313964844, -87.5538101196289 33.20733642578125, -87.55341339111328 33.20733642578125, -87.55341339111328 33.207401275634766, -87.55342864990234 33.207401275634766, -87.55342864990234 33.20747375488281, -87.55341339111328 33.20747375488281, -87.55341339111328 33.20752716064453, -87.55342864990234 33.20752716064453, -87.55342864990234 33.20753479003906, -87.55341339111328 33.20753479003906, -87.55341339111328 33.20758819580078, -87.55342864990234 33.20758819580078, -87.55342864990234 33.20759582519531, -87.55341339111328 33.20759582519531, -87.55342102050781 33.20766830444336, -87.55343627929688 33.20766830444336, -87.55343627929688 33.207698822021484), (-87.55355834960938 33.20759582519531, -87.5537338256836 33.20759201049805, -87.5537338256836 33.20743942260742, -87.55355834960938 33.20744323730469, -87.55355834960938 33.207489013671875, -87.55366516113281 33.207489013671875, -87.55366516113281 33.20753860473633, -87.55355834960938 33.207542419433594, -87.55355834960938 33.20759582519531))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,apartments,,,,,,,,,,,,11291829935,1533506782,1,0,"POLYGON ((-87.55464935302734 33.20774841308594, -87.55504608154297 33.2077522277832, -87.5550537109375 33.2073974609375, -87.55465698242188 33.207393646240234, -87.55464935302734 33.20774841308594), (-87.55476379394531 33.2076530456543, -87.554931640625 33.20765686035156, -87.554931640625 33.20759201049805, -87.55490112304688 33.20759201049805, -87.55490112304688 33.20755386352539, -87.554931640625 33.20755386352539, -87.55493927001953 33.207496643066406, -87.55477142333984 33.20749282836914, -87.55476379394531 33.2076530456543))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,hospital,,,,,,,,,,,,8869133203,1733443430,3,0,"POLYGON ((-87.51455688476562 33.20720291137695, -87.51429748535156 33.20720291137695, -87.51429748535156 33.207218170166016, -87.5142593383789 33.207218170166016, -87.5142593383789 33.20730209350586, -87.5143051147461 33.20730209350586, -87.5143051147461 33.207420349121094, -87.51431274414062 33.207420349121094, -87.51431274414062 33.20745086669922, -87.51435852050781 33.20745086669922, -87.51435852050781 33.207496643066406, -87.51435852050781 33.20756149291992, -87.51432037353516 33.20756149291992, -87.51432037353516 33.20759201049805, -87.51431274414062 33.20759201049805, -87.51432037353516 33.20771026611328, -87.5142593383789 33.20771408081055, -87.5141830444336 33.20771408081055, -87.5141830444336 33.20759582519531, -87.51417541503906 33.20759582519531, -87.51417541503906 33.20756530761719, -87.51416015625 33.20756530761719, -87.51416015625 33.20755386352539, -87.5140151977539 33.207557678222656, -87.51400756835938 33.20745086669922, -87.51416778564453 33.20744705200195, -87.51416778564453 33.20742416381836, -87.51417541503906 33.20742416381836, -87.51417541503906 33.20730209350586, -87.51422119140625 33.207305908203125, -87.51422119140625 33.207218170166016, -87.5141830444336 33.207218170166016, -87.5141830444336 33.20720291137695, -87.51409149169922 33.20720291137695, -87.51409149169922 33.207035064697266, -87.51455688476562 33.20703887939453, -87.51455688476562 33.20710754394531, -87.51457977294922 33.20710754394531, -87.51473236083984 33.20710754394531, -87.5150375366211 33.20710754394531, -87.51528930664062 33.20710754394531, -87.51529693603516 33.20731735229492, -87.51567077636719 33.20732116699219, -87.51567077636719 33.20734786987305, -87.51575469970703 33.20734786987305, -87.51575469970703 33.207393646240234, -87.51600646972656 33.207393646240234, -87.51600646972656 33.20735168457031, -87.51605224609375 33.20735168457031, -87.51604461669922 33.20719528198242, -87.51591491699219 33.20719528198242, -87.51591491699219 33.20709991455078, -87.51595306396484 33.207096099853516, -87.51595306396484 33.20705032348633, -87.51600646972656 33.20705032348633, -87.5160140991211 33.207069396972656, -87.51602172851562 33.207069396972656, -87.51602172851562 33.206871032714844, -87.5161361694336 33.20687484741211, -87.5161361694336 33.206905364990234, -87.51620483398438 33.206905364990234, -87.51620483398438 33.20706558227539, -87.51624298095703 33.207069396972656, -87.51624298095703 33.20705032348633, -87.51630401611328 33.20705032348633, -87.51630401611328 33.207096099853516, -87.51631927490234 33.207096099853516, -87.5163345336914 33.207096099853516, -87.51632690429688 33.20705032348633, -87.51638793945312 33.20705032348633, -87.51638793945312 33.207069396972656, -87.51642608642578 33.20706558227539, -87.51642608642578 33.20690155029297, -87.51649475097656 33.206905364990234, -87.51649475097656 33.206871032714844, -87.51653289794922 33.206871032714844, -87.51660919189453 33.20687484741211, -87.51660919189453 33.207069396972656, -87.51666259765625 33.20706558227539, -87.51666259765625 33.20705032348633, -87.5167236328125 33.20705032348633, -87.5167236328125 33.20713424682617, -87.5167236328125 33.20719528198242, -87.51658630371094 33.20719528198242, -87.51658630371094 33.20735168457031, -87.5166244506836 33.20735168457031, -87.5166244506836 33.2073860168457, -87.51679992675781 33.2073860168457, -87.51679992675781 33.207275390625, -87.51691436767578 33.207275390625, -87.51691436767578 33.207340240478516, -87.51695251464844 33.207340240478516, -87.51695251464844 33.207366943359375, -87.51716613769531 33.207366943359375, -87.51718139648438 33.207366943359375, -87.51718139648438 33.207462310791016, -87.51715087890625 33.207462310791016, -87.51715087890625 33.20751953125, -87.51695251464844 33.20751953125, -87.51695251464844 33.207550048828125, -87.51697540283203 33.207550048828125, -87.51697540283203 33.20759963989258, -87.51692199707031 33.20759963989258, -87.51691436767578 33.20761489868164, -87.51691436767578 33.20762634277344, -87.51697540283203 33.20762634277344, -87.51697540283203 33.207672119140625, -87.51695251464844 33.207672119140625, -87.51695251464844 33.20770263671875, -87.51715087890625 33.207706451416016, -87.51715087890625 33.207763671875, -87.51718139648438 33.207763671875, -87.51718139648438 33.20785903930664, -87.51695251464844 33.207855224609375, -87.51695251464844 33.2078857421875, -87.51691436767578 33.2078857421875, -87.51691436767578 33.207950592041016, -87.51679992675781 33.207950592041016, -87.51679992675781 33.20783615112305, -87.5166244506836 33.20783615112305, -87.5166244506836 33.2078742980957, -87.5165786743164 33.20787048339844, -87.5165786743164 33.208011627197266, -87.51667785644531 33.208011627197266, -87.51667785644531 33.208106994628906, -87.51665496826172 33.208106994628906, -87.51664733886719 33.20813751220703, -87.5166015625 33.20813751220703, -87.5166015625 33.20830154418945, -87.51651000976562 33.20830154418945, -87.51641845703125 33.20830154418945, -87.51641845703125 33.20813751220703, -87.51638793945312 33.20813751220703, -87.51638793945312 33.20815658569336, -87.51632690429688 33.208152770996094, -87.51632690429688 33.20810317993164, -87.51632690429688 33.208011627197266, -87.51644134521484 33.208011627197266, -87.51644134521484 33.207862854003906, -87.51636505126953 33.20786666870117, -87.51636505126953 33.20790100097656, -87.51626586914062 33.20790100097656, -87.51626586914062 33.207862854003906, -87.51617431640625 33.207862854003906, -87.51618194580078 33.208011627197266, -87.51629638671875 33.208011627197266, -87.51629638671875 33.20810317993164, -87.51629638671875 33.208152770996094, -87.5162353515625 33.208152770996094, -87.5162353515625 33.20813751220703, -87.51620483398438 33.20813751220703, -87.51620483398438 33.20830154418945, -87.51602172851562 33.20830154418945, -87.51602172851562 33.20813751220703, -87.51594543457031 33.20813751220703, -87.51594543457031 33.20810317993164, -87.51592254638672 33.20810317993164, -87.51592254638672 33.208045959472656, -87.51593780517578 33.208045959472656, -87.51594543457031 33.208045959472656, -87.51594543457031 33.208011627197266, -87.51604461669922 33.208011627197266, -87.51604461669922 33.2078742980957, -87.51600646972656 33.2078742980957, -87.51600646972656 33.20783233642578, -87.51583099365234 33.20783233642578, -87.51583099365234 33.20791244506836, -87.51571655273438 33.20791244506836, -87.51571655273438 33.20789337158203, -87.51567840576172 33.20789337158203, -87.51567840576172 33.2078742980957, -87.51567840576172 33.20785140991211, -87.51548767089844 33.20785140991211, -87.51548767089844 33.2077751159668, -87.51548767089844 33.20769500732422, -87.51567840576172 33.207698822021484, -87.51567840576172 33.20766830444336, -87.51565551757812 33.20766830444336, -87.51566314697266 33.207618713378906, -87.51573181152344 33.207618713378906, -87.51583099365234 33.207618713378906, -87.51583099365234 33.20771789550781, -87.51602172851562 33.20771789550781, -87.51602172851562 33.2076530456543, -87.51597595214844 33.2076530456543, -87.51597595214844 33.20757293701172, -87.51602172851562 33.20757293701172, -87.5160140991211 33.20750427246094, -87.51580810546875 33.20750427246094, -87.51580810546875 33.20754623413086, -87.51573181152344 33.20754623413086, -87.51563262939453 33.20754623413086, -87.51564025878906 33.20756912231445, -87.51557922363281 33.20756912231445, -87.51557922363281 33.20750045776367, -87.51556396484375 33.20750045776367, -87.51554107666016 33.20750045776367, -87.5155258178711 33.20750045776367, -87.51531219482422 33.20750045776367, -87.51528930664062 33.20750045776367, -87.51527404785156 33.207496643066406, -87.51524353027344 33.207496643066406, -87.51524353027344 33.207611083984375, -87.51493072509766 33.207611083984375, -87.51493072509766 33.2075080871582, -87.51493072509766 33.20744705200195, -87.514892578125 33.20744705200195, -87.514892578125 33.207359313964844, -87.51493072509766 33.207359313964844, -87.51493072509766 33.20726013183594, -87.51478576660156 33.20726013183594, -87.5147705078125 33.20730209350586, -87.51473236083984 33.20729446411133, -87.51470947265625 33.20729446411133, -87.51468658447266 33.20729064941406, -87.51469421386719 33.207244873046875, -87.51464080810547 33.207244873046875, -87.51464080810547 33.20716094970703, -87.51459503173828 33.20716094970703, -87.51457977294922 33.20716094970703, -87.51456451416016 33.20716094970703, -87.51455688476562 33.20716094970703, -87.51455688476562 33.20720291137695), (-87.51679992675781 33.20750045776367, -87.51661682128906 33.20750045776367, -87.51661682128906 33.20756912231445, -87.51666259765625 33.20756912231445, -87.51666259765625 33.2076530456543, -87.51661682128906 33.2076530456543, -87.51661682128906 33.20772171020508, -87.51679992675781 33.20772171020508, -87.51679992675781 33.20762634277344, -87.51687622070312 33.20762634277344, -87.51687622070312 33.207603454589844, -87.51679992675781 33.207603454589844, -87.51679992675781 33.20750045776367), (-87.5161361694336 33.20752716064453, -87.5161361694336 33.20756912231445, -87.51615905761719 33.20756912231445, -87.51615905761719 33.2076530456543, -87.5161361694336 33.2076530456543, -87.5161361694336 33.207767486572266, -87.51618194580078 33.207767486572266, -87.51649475097656 33.207763671875, -87.51649475097656 33.207496643066406, -87.51649475097656 33.207462310791016, -87.51636505126953 33.207462310791016, -87.51636505126953 33.207481384277344, -87.51626586914062 33.207481384277344, -87.51626586914062 33.207462310791016, -87.5162124633789 33.207462310791016, -87.5162353515625 33.207481384277344, -87.51619720458984 33.20751190185547, -87.51615905761719 33.20754623413086, -87.5161361694336 33.20752716064453), (-87.51644897460938 33.207191467285156, -87.51632690429688 33.207191467285156, -87.51632690429688 33.207130432128906, -87.51630401611328 33.207130432128906, -87.51630401611328 33.207191467285156, -87.51618194580078 33.207191467285156, -87.51618194580078 33.207359313964844, -87.51626586914062 33.207359313964844, -87.51626586914062 33.20732498168945, -87.51636505126953 33.20732498168945, -87.51636505126953 33.207359313964844, -87.51644897460938 33.207359313964844, -87.51644897460938 33.207191467285156))","{""type"":""multipolygon""}",relation
